Wort, POS, Count, TAG, Lexikalische Vielfalt
03.02.2020., NUM, 1, ADJA, 0.00045734
polizisten, NOUN, 171, NN, 0.07820503
anders, ADV, 1, ADV, 0.00045734
sturmfluten, NOUN, 15, NN, 0.00686009
senzel, PROPN, 1, NN, 0.00045734
wachsen, VERB, 14, VVFIN, 0.00640275
braun, ADV, 1, ADJD, 0.00045734
gallimarkt, NOUN, 5, NN, 0.00228670
draußen, ADV, 36, ADV, 0.01646422
bücher, NOUN, 3, NN, 0.00137202
anstecken, VERB, 38, VVINF, 0.01737890
wachen, NOUN, 1, NN, 0.00045734
mensch, NOUN, 599, NN, 0.27394629
entstanden, VERB, 19, VVPP, 0.00868945
elbchaussee, NOUN, 2, NN, 0.00091468
kabel, NOUN, 11, NN, 0.00503073
2021, NUM, 5, CARD, 0.00228670
06.09.2019., ADJ, 1, ADJA, 0.00045734
schwebt, VERB, 1, VVFIN, 0.00045734
schlafenden, ADJ, 1, ADJA, 0.00045734
konzerthaus, NOUN, 8, NN, 0.00365872
motor, NOUN, 23, NN, 0.01051881
geesthacht, NOUN, 3, NN, 0.00137202
informieren, VERB, 3, VVINF, 0.00137202
mobilen, ADJ, 1, ADJA, 0.00045734
fernseher, NOUN, 1, NN, 0.00045734
vorbereiten, VERB, 2, VVINF, 0.00091468
goldene, ADJ, 13, ADJA, 0.00594541
einbrüche, NOUN, 16, NN, 0.00731743
meisten, PRON, 13, PIS, 0.00594541
guter, ADJ, 21, ADJA, 0.00960413
it-experten, NOUN, 2, NN, 0.00091468
radfahren, NOUN, 1, NN, 0.00045734
endlich, ADV, 2, ADV, 0.00091468
heißen, ADJ, 3, ADJA, 0.00137202
1.200, NUM, 1, CARD, 0.00045734
christian, PROPN, 10, NE, 0.00457339
anna-lena, PROPN, 8, NE, 0.00365872
vermisst, VERB, 8, VVPP, 0.00365872
hintereinander, ADV, 2, ADV, 0.00091468
zuschauen, VERB, 1, VVINF, 0.00045734
knochengerüst, NOUN, 1, NN, 0.00045734
weiterbauen, VERB, 3, VVINF, 0.00137202
entlässt, VERB, 14, VVFIN, 0.00640275
schiffe, NOUN, 149, NN, 0.06814357
baby, NOUN, 85, NN, 0.03887385
eingestochen, VERB, 3, VVPP, 0.00137202
personalausweis, NOUN, 2, NN, 0.00091468
bezahlt, VERB, 9, VVPP, 0.00411605
maik, PROPN, 4, NE, 0.00182936
sozialministerin, NOUN, 2, NN, 0.00091468
eingebrochen, VERB, 5, VVPP, 0.00228670
01.10.2018., ADJ, 1, ADJA, 0.00045734
einiger, DET, 2, PIAT, 0.00091468
nahles, PROPN, 11, NE, 0.00503073
rolltreppen, NOUN, 1, NN, 0.00045734
frese, PROPN, 1, NE, 0.00045734
pferde, NOUN, 7, NN, 0.00320138
pfosten, NOUN, 2, NN, 0.00091468
passen, VERB, 5, VVFIN, 0.00228670
geschrien, VERB, 1, VVPP, 0.00045734
unechten, ADJ, 1, ADJA, 0.00045734
ein, DET, 3698, ART, 1.69124104
kreuzfahrtterminal, NOUN, 4, NE, 0.00182936
fernbedienung, NOUN, 3, NN, 0.00137202
flüchtlinge, NOUN, 13, NN, 0.00594541
rettungswagen, NOUN, 8, NN, 0.00365872
chemnitz, PROPN, 7, NE, 0.00320138
viel, ADV, 53, ADV, 0.02423899
osdorf, PROPN, 10, NE, 0.00457339
filmfest, NOUN, 28, NN, 0.01280550
nordseeküste, NOUN, 4, NN, 0.00182936
mortensen, PROPN, 3, NE, 0.00137202
fenster, NOUN, 30, NN, 0.01372018
kohltage, NOUN, 5, NN, 0.00228670
trösten, VERB, 1, VVFIN, 0.00045734
windsurfen, VERB, 1, VVINF, 0.00045734
07.10.2019., NOUN, 1, ADJA, 0.00045734
dietrichsdorf, PROPN, 1, NE, 0.00045734
unterschiedliche, ADJ, 6, ADJA, 0.00274404
hamburg-eppendorf, PROPN, 1, NE, 0.00045734
alexander, PROPN, 60, NE, 0.02744036
löschautos, NOUN, 2, NN, 0.00091468
18.02.2020., ADJ, 1, ADJA, 0.00045734
03.09.2019., NOUN, 1, NN, 0.00045734
grand-slam-turniere, NOUN, 2, NN, 0.00091468
sozial-demokratische, ADJ, 1, ADJA, 0.00045734
brief, NOUN, 2, NN, 0.00091468
herford, PROPN, 2, NE, 0.00091468
mäurer, PROPN, 3, NE, 0.00137202
bsc, PROPN, 1, NE, 0.00045734
ruderer, NOUN, 4, NN, 0.00182936
dreht, VERB, 10, VVFIN, 0.00457339
behält, VERB, 1, VVFIN, 0.00045734
insolvenzverwalter, NOUN, 1, NN, 0.00045734
27.09.2019., ADJ, 1, ADJA, 0.00045734
probleme, NOUN, 139, NN, 0.06357017
dersum, PROPN, 2, NE, 0.00091468
dominik, PROPN, 6, NE, 0.00274404
tabellenführer, NOUN, 2, NN, 0.00091468
milch, NOUN, 15, NN, 0.00686009
sport‑verein, PROPN, 1, NN, 0.00045734
raonic, PROPN, 2, NE, 0.00091468
elbtunnel, NOUN, 56, NN, 0.02561101
warnjacken, NOUN, 13, NN, 0.00594541
heim, NOUN, 1, NN, 0.00045734
museen, NOUN, 2, NN, 0.00091468
barrieren, NOUN, 2, NN, 0.00091468
virus, NOUN, 59, NN, 0.02698302
viewing, NOUN, 3, FM, 0.00137202
festen, ADJ, 3, ADJA, 0.00137202
4286, NUM, 1, CARD, 0.00045734
hintereinander, ADV, 1, PTKVZ, 0.00045734
eingeladen, VERB, 1, VVPP, 0.00045734
weich, ADV, 3, ADJD, 0.00137202
straßenbahn, NOUN, 13, NN, 0.00594541
mv, PROPN, 17, NE, 0.00777477
ministern, NOUN, 2, NN, 0.00091468
rucksack, NOUN, 1, NN, 0.00045734
ostern, PROPN, 12, NE, 0.00548807
heizung, NOUN, 3, NN, 0.00137202
humptrup, NOUN, 1, NE, 0.00045734
zusammengelebt, VERB, 1, VVPP, 0.00045734
42,2, NUM, 1, CARD, 0.00045734
meißner, PROPN, 1, NE, 0.00045734
leine, NOUN, 9, NN, 0.00411605
sammeltaxis, ADV, 1, NN, 0.00045734
gewerbegebiet, NOUN, 14, NN, 0.00640275
musiker, NOUN, 42, NN, 0.01920825
nackt, ADV, 1, ADJD, 0.00045734
jordanien, PROPN, 2, NE, 0.00091468
verbrannt, VERB, 1, VVPP, 0.00045734
gerade, ADV, 5, ADV, 0.00228670
beschlossen, VERB, 2, VVPP, 0.00091468
filmemacher, NOUN, 1, NN, 0.00045734
waitzstraße, NOUN, 2, NN, 0.00091468
versperrt, VERB, 4, VVFIN, 0.00182936
namika, PROPN, 1, NE, 0.00045734
altenheim, NOUN, 26, NN, 0.01189082
kleinen, PROPN, 3, NE, 0.00137202
schlimmen, ADJ, 3, ADJA, 0.00137202
ich, PRON, 271, PPER, 0.12393897
derby, NOUN, 53, NN, 0.02423899
saubere, ADJ, 2, ADJA, 0.00091468
wucht, NOUN, 1, NN, 0.00045734
leichtes, ADJ, 3, ADJA, 0.00137202
einstürzen, VERB, 8, VVINF, 0.00365872
elektrischen, ADJ, 1, ADJA, 0.00045734
lebt, VERB, 8, VVFIN, 0.00365872
graben, NOUN, 8, NN, 0.00365872
laden, VERB, 4, VVFIN, 0.00182936
bremsen, NOUN, 1, NN, 0.00045734
passwörter, NOUN, 2, NN, 0.00091468
zeitung, NOUN, 2, NN, 0.00091468
serbien, PROPN, 8, NE, 0.00365872
g20-gipfel, NOUN, 16, NN, 0.00731743
global, PROPN, 1, NE, 0.00045734
stimmzetteln, NOUN, 4, NN, 0.00182936
durchgebissen, VERB, 1, VVPP, 0.00045734
sportchef, NOUN, 47, NN, 0.02149495
sousa, PROPN, 2, NE, 0.00091468
frühen, ADJ, 4, ADJA, 0.00182936
durchfall, NOUN, 7, NN, 0.00320138
wurfhöhle, NOUN, 4, NN, 0.00182936
beifahrer, NOUN, 10, NN, 0.00457339
sonne, NOUN, 11, NN, 0.00503073
isolieren, VERB, 1, VVFIN, 0.00045734
kennt, VERB, 12, VVFIN, 0.00548807
25.11.2019., NOUN, 1, NN, 0.00045734
bayern, PROPN, 25, NE, 0.01143348
75.000, NUM, 4, CARD, 0.00182936
andrea, PROPN, 11, NE, 0.00503073
fordert, VERB, 5, VVFIN, 0.00228670
ardern, VERB, 1, NN, 0.00045734
mikrofon, NOUN, 1, NN, 0.00045734
chef, NOUN, 166, NN, 0.07591834
figuren, NOUN, 2, NN, 0.00091468
geistiger, ADJ, 1, ADJA, 0.00045734
a23., NOUN, 3, NN, 0.00137202
schönsten, ADJ, 1, ADJA, 0.00045734
segel-schiffen, NOUN, 1, NN, 0.00045734
moldau, PROPN, 2, NE, 0.00091468
07.09.2018., NOUN, 1, NN, 0.00045734
schnelle, ADJ, 4, ADJA, 0.00182936
paket, NOUN, 6, NN, 0.00274404
norddeutschen, ADJ, 2, ADJA, 0.00091468
gefroren, VERB, 1, VVPP, 0.00045734
menschen.nicht, VERB, 2, NN, 0.00091468
gerutscht, VERB, 19, VVPP, 0.00868945
friedrich, PROPN, 3, NE, 0.00137202
wettlauf, NOUN, 6, NN, 0.00274404
erde, NOUN, 51, NN, 0.02332431
greifen, VERB, 3, VVFIN, 0.00137202
männliche, ADJ, 2, ADJA, 0.00091468
restaurant-besitzer, NOUN, 2, NN, 0.00091468
mitgefahren, VERB, 1, VVPP, 0.00045734
dehnt, VERB, 3, VVFIN, 0.00137202
10., ADV, 1, ADV, 0.00045734
leichte, ADJ, 1, ADJA, 0.00045734
andreas, PROPN, 23, NE, 0.01051881
lagen, VERB, 1, VVFIN, 0.00045734
windräder, NOUN, 1, NN, 0.00045734
an, ADP, 46, PTKVZ, 0.02103761
stellen, VERB, 3, VVINF, 0.00137202
klauen, VERB, 1, VVFIN, 0.00045734
betrug, NOUN, 3, NN, 0.00137202
florian, PROPN, 12, NE, 0.00548807
freigesprochen, VERB, 2, VVPP, 0.00091468
33., ADV, 1, ADJA, 0.00045734
196, NUM, 1, CARD, 0.00045734
weggegangen, VERB, 5, VVPP, 0.00228670
wasser, NOUN, 178, NN, 0.08140641
heimfeld, NOUN, 1, NE, 0.00045734
beamte, NOUN, 1, NN, 0.00045734
19., ADV, 1, PTKVZ, 0.00045734
schauspielern, NOUN, 1, NN, 0.00045734
wartet, VERB, 2, VVFIN, 0.00091468
klassische, ADJ, 1, ADJA, 0.00045734
ölprinz, NOUN, 1, NN, 0.00045734
elektrische, ADJ, 2, ADJA, 0.00091468
skiern, NOUN, 1, NN, 0.00045734
roland, PROPN, 7, NE, 0.00320138
scheune, NOUN, 7, NN, 0.00320138
bundesverfassungsgericht, NOUN, 2, NE, 0.00091468
schleuserbande, NOUN, 1, NN, 0.00045734
11., ADJ, 5, ADJA, 0.00228670
klumpen, NOUN, 7, NN, 0.00320138
teufel, NOUN, 2, NN, 0.00091468
gutscheine, NOUN, 2, NN, 0.00091468
zusammenarbeiten, VERB, 3, VVINF, 0.00137202
ausgegraben, VERB, 1, VVPP, 0.00045734
waffen, NOUN, 37, NN, 0.01692156
tennisspieler, NOUN, 33, NN, 0.01509220
30.09.2019., NOUN, 2, NN, 0.00091468
wänden, NOUN, 1, NN, 0.00045734
wertvolle, ADJ, 1, ADJA, 0.00045734
musikgruppe, NOUN, 6, NN, 0.00274404
ahrens, PROPN, 2, NE, 0.00091468
häfen, NOUN, 2, NN, 0.00091468
kandidaten-check, NOUN, 1, NE, 0.00045734
leiter, NOUN, 2, NN, 0.00091468
müsli, NOUN, 1, NN, 0.00045734
dream, PROPN, 1, NE, 0.00045734
gestank, NOUN, 4, NN, 0.00182936
zieht, VERB, 3, VVFIN, 0.00137202
schwer, ADV, 2, PTKVZ, 0.00091468
misshandelt, VERB, 9, VVPP, 0.00411605
tsv, PROPN, 8, NE, 0.00365872
wirtschaftssenator, NOUN, 12, NN, 0.00548807
flugzeugabsturz, NOUN, 3, NN, 0.00137202
hannover, PROPN, 310, NE, 0.14177521
gestohlenen, ADJ, 2, ADJA, 0.00091468
leitet, VERB, 3, VVFIN, 0.00137202
klettern, VERB, 1, VVINF, 0.00045734
dj, NOUN, 1, NE, 0.00045734
andere, PRON, 6, PIS, 0.00274404
pflegeheime, NOUN, 2, NN, 0.00091468
gebiete, NOUN, 3, NN, 0.00137202
kläranlagen, NOUN, 2, NN, 0.00091468
john, PROPN, 2, NE, 0.00091468
kreistag, NOUN, 2, NN, 0.00091468
caffier, PROPN, 3, NE, 0.00137202
wahl, NOUN, 87, NN, 0.03978853
seeweg, NOUN, 1, NN, 0.00045734
beachten, VERB, 4, VVFIN, 0.00182936
außerdem, ADV, 3, PROAV, 0.00137202
unterrichten, VERB, 2, VVFIN, 0.00091468
wellingsbüttel, PROPN, 1, NE, 0.00045734
etwa, ADV, 10, ADV, 0.00457339
eingang, NOUN, 3, NN, 0.00137202
1700, NUM, 1, CARD, 0.00045734
wohngebiete, NOUN, 1, NN, 0.00045734
fallschirm, NOUN, 9, NN, 0.00411605
bundeswehrautos, NOUN, 2, NN, 0.00091468
nachbar, NOUN, 3, NN, 0.00137202
dethlinger, ADJ, 12, ADJA, 0.00548807
oohh, VERB, 1, NE, 0.00045734
sportarten, NOUN, 6, NN, 0.00274404
bildungsminister, NOUN, 2, NN, 0.00091468
stützen, VERB, 1, VVFIN, 0.00045734
tierpark, NOUN, 17, NN, 0.00777477
den, PROPN, 2, ART, 0.00091468
umgeleitet, VERB, 2, VVPP, 0.00091468
geschwommen, VERB, 3, VVPP, 0.00137202
echt, ADV, 5, ADJD, 0.00228670
fußballspiele, NOUN, 21, NN, 0.00960413
heide, PROPN, 14, NE, 0.00640275
steuern, VERB, 3, VVFIN, 0.00137202
wohnt, VERB, 6, VVFIN, 0.00274404
beruf, NOUN, 9, NN, 0.00411605
nächte, NOUN, 1, NN, 0.00045734
stargarder, ADJ, 2, ADJA, 0.00091468
spornitz, PROPN, 2, NE, 0.00091468
technik, NOUN, 27, NN, 0.01234816
verbieten, VERB, 7, VVFIN, 0.00320138
nämlich.nicht, VERB, 1, ADJD, 0.00045734
kita, NOUN, 11, NN, 0.00503073
selbstgemachte, ADJ, 1, ADJA, 0.00045734
100., ADJ, 3, ADJA, 0.00137202
hinweise, NOUN, 30, NN, 0.01372018
wümme, PROPN, 3, NE, 0.00137202
verstellen, VERB, 1, VVINF, 0.00045734
messehallen, NOUN, 1, NN, 0.00045734
verletzten, VERB, 2, VVFIN, 0.00091468
19.03.2019., NOUN, 1, NN, 0.00045734
wahlstedt, PROPN, 2, NE, 0.00091468
aldi, PROPN, 2, NN, 0.00091468
ändern, VERB, 6, VVINF, 0.00274404
abtshagen, VERB, 1, VVPP, 0.00045734
messe, NOUN, 123, NN, 0.05625274
verändern, VERB, 8, VVINF, 0.00365872
straßenlaternen, NOUN, 1, NN, 0.00045734
drittschnellste, ADJ, 1, ADJA, 0.00045734
beschäftigen, VERB, 2, VVFIN, 0.00091468
ausgewildert, VERB, 1, VVPP, 0.00045734
280, NUM, 1, CARD, 0.00045734
abgeschreckt, VERB, 1, VVPP, 0.00045734
abgestellt, VERB, 1, VVPP, 0.00045734
2016, NUM, 7, CARD, 0.00320138
dorsch, PROPN, 1, NE, 0.00045734
mitmachen, VERB, 5, VVINF, 0.00228670
flusskreuzfahrtschiff, NOUN, 1, NN, 0.00045734
reisen, VERB, 3, VVFIN, 0.00137202
u-bahn-fahrer, NOUN, 1, NN, 0.00045734
rannou, PROPN, 2, NE, 0.00091468
glücksatlas, PROPN, 1, NE, 0.00045734
mir, PRON, 18, PPER, 0.00823211
angeguckt, VERB, 1, VVPP, 0.00045734
itzehoe, PROPN, 8, NE, 0.00365872
06.02.2019., ADJ, 1, ADJA, 0.00045734
190.000, NUM, 1, CARD, 0.00045734
gemeldet, VERB, 2, VVPP, 0.00091468
zauberer, NOUN, 1, NN, 0.00045734
hansaplatz, PROPN, 1, NE, 0.00045734
inseln, NOUN, 43, NN, 0.01966559
millerntor-stadion, PROPN, 2, NN, 0.00091468
wölfe, NOUN, 34, NN, 0.01554954
is, NOUN, 5, NN, 0.00228670
angesprochen, VERB, 2, VVPP, 0.00091468
nichtans, PROPN, 1, NE, 0.00045734
gaststätte, NOUN, 1, NN, 0.00045734
darfst, AUX, 1, VMFIN, 0.00045734
walkenried, PROPN, 2, NE, 0.00091468
31.01.2020., PROPN, 1, ADJA, 0.00045734
telefonieren, VERB, 1, VVINF, 0.00045734
mehr, DET, 4, ADV, 0.00182936
druckt, VERB, 1, VVFIN, 0.00045734
tierschutzzentrum, NOUN, 3, NN, 0.00137202
deine, DET, 1, PPOSAT, 0.00045734
pinneberg, PROPN, 6, NE, 0.00274404
milliarde, NOUN, 6, NN, 0.00274404
riesenrad, NOUN, 1, NN, 0.00045734
fensterscheiben, NOUN, 1, NN, 0.00045734
bornemann, PROPN, 5, NE, 0.00228670
einbrecherbande, NOUN, 4, NN, 0.00182936
mitarbeitern, NOUN, 32, NN, 0.01463486
segelschiffen, NOUN, 2, NN, 0.00091468
fahrzeug, NOUN, 15, NN, 0.00686009
verbotener, ADJ, 1, ADJA, 0.00045734
leihen, VERB, 1, VVFIN, 0.00045734
basketball, NOUN, 1, NE, 0.00045734
200.000, NUM, 4, CARD, 0.00182936
abkürzung, NOUN, 294, NN, 0.13445778
puan, PROPN, 1, NE, 0.00045734
hinterlassen, VERB, 1, VVINF, 0.00045734
verlängern, VERB, 1, VVFIN, 0.00045734
mitarbeiter, NOUN, 223, NN, 0.10198668
erfroren, VERB, 3, VVPP, 0.00137202
fdp, PROPN, 21, NE, 0.00960413
spielern, NOUN, 4, NN, 0.00182936
herausfinden, VERB, 6, VVINF, 0.00274404
2,06, NUM, 1, CARD, 0.00045734
corona-regeln, NOUN, 1, NN, 0.00045734
genau, ADV, 1, ADV, 0.00045734
beschädigter, ADJ, 1, ADJA, 0.00045734
kategorien, NOUN, 12, NN, 0.00548807
21.06.2019., NOUN, 1, NN, 0.00045734
keine, DET, 1, PIS, 0.00045734
fahrradfahrer, NOUN, 28, NN, 0.01280550
künstliche, ADJ, 1, ADJA, 0.00045734
bäderland, PROPN, 1, NN, 0.00045734
berne, PROPN, 1, NE, 0.00045734
12.12.2019., NOUN, 1, ADJA, 0.00045734
völsch, PROPN, 1, NN, 0.00045734
kaputtgemacht, VERB, 4, VVPP, 0.00182936
halle, PROPN, 6, NE, 0.00274404
einigen, DET, 76, PIAT, 0.03475779
prüfen, VERB, 7, VVINF, 0.00320138
begleitet, VERB, 1, VVFIN, 0.00045734
transportieren, VERB, 5, VVINF, 0.00228670
versteckt, VERB, 10, VVPP, 0.00457339
bester, ADJ, 8, ADJA, 0.00365872
kinderwagen, NOUN, 4, NN, 0.00182936
weiß, VERB, 52, VVFIN, 0.02378165
gewehren, NOUN, 1, NN, 0.00045734
sollen.nicht, ADV, 1, ADJD, 0.00045734
let, X, 4, FM, 0.00182936
midyatli, PROPN, 2, NE, 0.00091468
göttinger, ADJ, 2, ADJA, 0.00091468
stuttgart, PROPN, 20, NE, 0.00914679
stiefvater, NOUN, 10, NN, 0.00457339
a11., NOUN, 1, NN, 0.00045734
hält, VERB, 12, VVFIN, 0.00548807
31, NUM, 7, CARD, 0.00320138
melsungen, NOUN, 1, NN, 0.00045734
frage, NOUN, 1, NN, 0.00045734
konnten, VERB, 1, VMFIN, 0.00045734
transportiert, VERB, 32, VVFIN, 0.01463486
bedanke, VERB, 1, VVFIN, 0.00045734
versenkt, VERB, 1, VVPP, 0.00045734
karussells, NOUN, 1, NN, 0.00045734
abschaffen, VERB, 1, VVINF, 0.00045734
bahnstrecken, NOUN, 2, NN, 0.00091468
kühen, NOUN, 1, NN, 0.00045734
schlafen, VERB, 20, VVINF, 0.00914679
11, NUM, 31, CARD, 0.01417752
körperverletzung, NOUN, 1, NN, 0.00045734
feuerwehrleute, NOUN, 88, NN, 0.04024587
unterschriften, NOUN, 2, NN, 0.00091468
rollerfahrer, NOUN, 1, NN, 0.00045734
indianer, NOUN, 9, NN, 0.00411605
etwas, PRON, 9, PIS, 0.00411605
millerntorstadion, NOUN, 5, NN, 0.00228670
strom, NOUN, 88, NN, 0.04024587
marine, NOUN, 8, NN, 0.00365872
unterstützen, VERB, 1, VVFIN, 0.00045734
26.02.2020., PROPN, 1, ADJA, 0.00045734
sport-vverein, PROPN, 1, NE, 0.00045734
campingplatz, NOUN, 15, NN, 0.00686009
manager, NOUN, 5, NN, 0.00228670
felder, NOUN, 12, NN, 0.00548807
rumänien, PROPN, 3, NE, 0.00137202
uelzen, PROPN, 5, NE, 0.00228670
ferienwohnung, NOUN, 1, NN, 0.00045734
warten, VERB, 1, VVFIN, 0.00045734
psychisch, ADV, 3, ADJD, 0.00137202
arm, ADV, 1, ADJD, 0.00045734
behörden, NOUN, 15, NN, 0.00686009
schlagern, NOUN, 2, NN, 0.00091468
weggeweht, VERB, 1, VVPP, 0.00045734
haltestelle, NOUN, 15, NN, 0.00686009
100, NUM, 37, CARD, 0.01692156
eurovision, NOUN, 6, NN, 0.00274404
tafel, NOUN, 8, NN, 0.00365872
schulbehörde, NOUN, 1, NN, 0.00045734
einbrechern, NOUN, 2, NN, 0.00091468
fangen, VERB, 1, VVFIN, 0.00045734
kurt, PROPN, 1, NE, 0.00045734
37, NUM, 6, CARD, 0.00274404
überlegen, VERB, 1, VVINF, 0.00045734
körper, NOUN, 35, NN, 0.01600688
aufpassen, VERB, 4, VVFIN, 0.00182936
kinsombi, PROPN, 5, NE, 0.00228670
bundesländer, NOUN, 20, NN, 0.00914679
flüchten, VERB, 1, VVINF, 0.00045734
toilette, NOUN, 8, NN, 0.00365872
band, NOUN, 3, NN, 0.00137202
berühren, VERB, 2, VVFIN, 0.00091468
ausgetauscht, VERB, 1, VVPP, 0.00045734
02.05.2019., NOUN, 1, NN, 0.00045734
1995, NUM, 1, CARD, 0.00045734
verkleiden, VERB, 8, VVFIN, 0.00365872
ellendt, PROPN, 2, NE, 0.00091468
renovierung, NOUN, 2, NN, 0.00091468
bulgarien, PROPN, 5, NE, 0.00228670
tier, NOUN, 19, NN, 0.00868945
otto-katalog, NOUN, 4, NN, 0.00182936
hörnbad, PROPN, 1, NE, 0.00045734
tornesch, NOUN, 1, NN, 0.00045734
streifen, NOUN, 4, NN, 0.00182936
ausruhen, VERB, 1, VVINF, 0.00045734
landungsbrücken, NOUN, 6, NN, 0.00274404
kauczinski, PROPN, 4, NE, 0.00182936
berühmte, ADJ, 3, ADJA, 0.00137202
west, PROPN, 1, NE, 0.00045734
lange, ADJ, 1, ADV, 0.00045734
schwanewede, PROPN, 4, NE, 0.00182936
berge, NOUN, 2, NN, 0.00091468
moorbrand, NOUN, 4, NN, 0.00182936
08.05.2019., NUM, 1, ADJA, 0.00045734
fischereihafen, PROPN, 1, NE, 0.00045734
volleyballerinnen, NOUN, 5, NN, 0.00228670
wildtieren, NOUN, 1, NN, 0.00045734
aerzen, NOUN, 1, NN, 0.00045734
höre, VERB, 2, VVFIN, 0.00091468
wegen, ADP, 49, APPR, 0.02240963
schwimmdock, NOUN, 1, NN, 0.00045734
gratuliert, VERB, 1, VVPP, 0.00045734
160, NUM, 7, CARD, 0.00320138
umgefallen, VERB, 10, VVPP, 0.00457339
treppenhaus, NOUN, 6, NN, 0.00274404
informationen, NOUN, 63, NN, 0.02881238
walkenhorst, PROPN, 10, NE, 0.00457339
weitergerollt, NOUN, 1, ADJD, 0.00045734
mehrmals, ADV, 3, ADV, 0.00137202
19.02.2020., PROPN, 1, ADJA, 0.00045734
diebe, NOUN, 9, NN, 0.00411605
komplett, ADV, 1, ADJD, 0.00045734
19.10.2018., NOUN, 1, NN, 0.00045734
mauern, NOUN, 4, NN, 0.00182936
hansmann, PROPN, 2, NE, 0.00091468
sternschanze, NOUN, 1, NN, 0.00045734
becker, PROPN, 12, NE, 0.00548807
nachricht, NOUN, 6, NN, 0.00274404
wenige, DET, 35, PIAT, 0.01600688
ludwigslust-parchim, PROPN, 1, NE, 0.00045734
achten, VERB, 2, VVFIN, 0.00091468
decke, NOUN, 4, NN, 0.00182936
esc, NOUN, 4, NN, 0.00182936
rhein-neckar, PROPN, 1, NE, 0.00045734
kennenlernen, VERB, 1, VVFIN, 0.00045734
angefahren, VERB, 10, VVPP, 0.00457339
dass, SCONJ, 2, KOUS, 0.00091468
wawrinka, PROPN, 2, NE, 0.00091468
umdrehen, VERB, 1, VVINF, 0.00045734
rumpelstilzchen, NOUN, 1, NN, 0.00045734
krawalle, NOUN, 5, NN, 0.00228670
gehört, VERB, 4, VVPP, 0.00182936
größere, ADJ, 2, ADJA, 0.00091468
viertgrößte, ADJ, 1, ADJA, 0.00045734
wolfenbüttel, PROPN, 2, NE, 0.00091468
busunfall, NOUN, 2, NN, 0.00091468
fahrstühle, NOUN, 1, NN, 0.00045734
rauch, NOUN, 94, NN, 0.04298990
umfrage, NOUN, 6, NN, 0.00274404
verirrt, VERB, 2, VVPP, 0.00091468
mehrfach, ADV, 1, ADJD, 0.00045734
über, ADV, 11, ADV, 0.00503073
kutschfahrt, NOUN, 1, NN, 0.00045734
gefängnisstrafe, NOUN, 1, NN, 0.00045734
güter, NOUN, 8, NN, 0.00365872
anlage, NOUN, 24, NN, 0.01097615
globe, X, 1, NE, 0.00045734
gerollt, VERB, 2, VVPP, 0.00091468
laufen, VERB, 14, VVFIN, 0.00640275
studium, NOUN, 5, NN, 0.00228670
leider, ADV, 2, ADV, 0.00091468
wasserleitungen, NOUN, 1, NN, 0.00045734
krebs, NOUN, 34, NN, 0.01554954
hören, VERB, 54, VVINF, 0.02469633
lenken, VERB, 2, VVINF, 0.00091468
ju, PROPN, 1, NN, 0.00045734
den, DET, 2059, ART, 0.94166179
fintel, PROPN, 2, NE, 0.00091468
selbstfahrenden, ADJ, 3, ADJA, 0.00137202
fußballfan, NOUN, 2, NN, 0.00091468
wlan, NOUN, 1, NE, 0.00045734
landwirtschaft, NOUN, 3, NN, 0.00137202
ungefähr, ADV, 13, ADJD, 0.00594541
26.06.2019., NOUN, 1, NN, 0.00045734
fragen, NOUN, 16, NN, 0.00731743
dicken, ADJ, 1, ADJA, 0.00045734
03.12.2018., NOUN, 1, NN, 0.00045734
nordwestmecklenburg, PROPN, 4, NE, 0.00182936
elisabeth, PROPN, 1, NE, 0.00045734
lesen, VERB, 2, VVFIN, 0.00091468
leitplanke, NOUN, 5, NN, 0.00228670
gefährlichen, ADJ, 4, ADJA, 0.00182936
verbotene, ADJ, 20, ADJA, 0.00914679
wert, ADV, 7, ADJD, 0.00320138
sicherheit, NOUN, 41, NN, 0.01875091
kümmere, VERB, 1, VVFIN, 0.00045734
21.09.2018., NOUN, 1, NN, 0.00045734
anbau, NOUN, 4, NN, 0.00182936
obdachloser, NOUN, 1, NN, 0.00045734
viel, PRON, 49, PIS, 0.02240963
bestellt, VERB, 1, VVPP, 0.00045734
umgekippten, ADJ, 4, ADJA, 0.00182936
etwas, DET, 64, PIAT, 0.02926972
eisen, NOUN, 4, NN, 0.00182936
besucht, VERB, 12, VVFIN, 0.00548807
gefährlicher, ADJ, 2, ADJA, 0.00091468
61, NUM, 1, CARD, 0.00045734
gehandelt, VERB, 2, VVPP, 0.00091468
verdienen, VERB, 32, VVFIN, 0.01463486
volleyball, NOUN, 6, NN, 0.00274404
rebellion, NOUN, 4, NN, 0.00182936
schutzmaske, NOUN, 18, NN, 0.00823211
selbst, ADV, 3, ADV, 0.00137202
impfung, NOUN, 8, NN, 0.00365872
handballer, NOUN, 1, NN, 0.00045734
frauenfußball, NOUN, 1, NN, 0.00045734
dna, PROPN, 14, NE, 0.00640275
farben, NOUN, 1, NN, 0.00045734
elbjazz-festival, NOUN, 1, NN, 0.00045734
71, NUM, 2, CARD, 0.00091468
weißer, ADJ, 4, ADJA, 0.00182936
dünen, NOUN, 1, NE, 0.00045734
verliehen, VERB, 1, VVPP, 0.00045734
