         11364780 function calls (10967982 primitive calls) in 156.532 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        9    0.000    0.000    0.016    0.002 C:\Python38\lib\site-packages\seaborn\_base.py:1742(categorical_order)
      299    0.001    0.000    0.015    0.000 C:\Python38\lib\email\message.py:451(items)
      501    0.014    0.000    0.015    0.000 C:\Python38\lib\site-packages\matplotlib\font_manager.py:809(set_size)
     1077    0.007    0.000    0.015    0.000 C:\Python38\lib\site-packages\matplotlib\transforms.py:754(__init__)
      669    0.001    0.000    0.015    0.000 <__array_function__ internals>:177(reshape)
      299    0.002    0.000    0.015    0.000 C:\Python38\lib\site-packages\requests\adapters.py:370(request_url)
      330    0.012    0.000    0.015    0.000 spacy\tokens\doc.pyx:797(set_ents)
   120/60    0.001    0.000    0.015    0.000 C:\Python38\lib\site-packages\pydantic\v1\fields.py:788(_create_sub_type)
     1032    0.004    0.000    0.015    0.000 C:\Python38\lib\site-packages\spacy\tokens\_dict_proxies.py:26(__init__)
     1377    0.015    0.000    0.015    0.000 spacy\tokens\doc.pyx:1050(_realloc)
     1405    0.004    0.000    0.015    0.000 C:\Python38\lib\site-packages\numpy\core\fromnumeric.py:69(_wrapreduction)
     1196    0.005    0.000    0.015    0.000 C:\Python38\lib\http\cookiejar.py:1258(__init__)
      299    0.004    0.000    0.015    0.000 C:\Python38\lib\email\message.py:459(<listcomp>)
    13720    0.015    0.000    0.015    0.000 {method 'search' of 're.Pattern' objects}
    49941    0.015    0.000    0.015    0.000 C:\Python38\lib\site-packages\thinc\model.py:124(layers)
     3300    0.013    0.000    0.015    0.000 C:\Python38\lib\site-packages\thinc\layers\array_getitem.py:38(forward)
      598    0.002    0.000    0.015    0.000 C:\Python38\lib\site-packages\requests\adapters.py:173(init_poolmanager)
     1365    0.005    0.000    0.014    0.000 C:\Python38\lib\site-packages\matplotlib\transforms.py:2355(__init__)
        1    0.000    0.000    0.014    0.014 C:\Python38\lib\site-packages\spacy\util.py:693(load_config)
     4163    0.006    0.000    0.014    0.000 {built-in method builtins.sorted}
     2772    0.012    0.000    0.014    0.000 C:\Python38\lib\site-packages\matplotlib\transforms.py:194(set_children)
       12    0.000    0.000    0.014    0.001 C:\Python38\lib\site-packages\matplotlib\spines.py:221(clear)
  258/231    0.001    0.000    0.014    0.000 C:\Python38\lib\site-packages\matplotlib\axes\_base.py:855(viewLim)
      207    0.000    0.000    0.014    0.000 C:\Python38\lib\site-packages\matplotlib\text.py:1098(set_fontsize)
       60    0.000    0.000    0.014    0.000 C:\Python38\lib\site-packages\matplotlib\axes\_base.py:241(__call__)
    52419    0.014    0.000    0.014    0.000 C:\Python38\lib\site-packages\thinc\model.py:135(attrs)
     1378    0.003    0.000    0.014    0.000 C:\Python38\lib\http\client.py:601(_safe_read)
     3300    0.012    0.000    0.014    0.000 C:\Python38\lib\site-packages\thinc\layers\dropout.py:19(forward)
  261/234    0.001    0.000    0.014    0.000 C:\Python38\lib\site-packages\matplotlib\axes\_base.py:841(_unstale_viewLim)
       51    0.001    0.000    0.014    0.000 C:\Python38\lib\site-packages\matplotlib\patches.py:48(__init__)
      834    0.014    0.000    0.014    0.000 spacy\tokenizer.pyx:573(_validate_special_case)
      213    0.001    0.000    0.014    0.000 C:\Python38\lib\site-packages\matplotlib\text.py:1307(set_fontproperties)
   174309    0.014    0.000    0.014    0.000 spacy\pipeline\trainable_pipe.pxd:6(__get__)
     1495    0.008    0.000    0.014    0.000 C:\Python38\lib\http\client.py:1186(putheader)
       90    0.000    0.000    0.014    0.000 C:\Python38\lib\site-packages\matplotlib\lines.py:1025(get_path)
       42    0.000    0.000    0.014    0.000 C:\Python38\lib\site-packages\matplotlib\ticker.py:696(set_locs)
        3    0.001    0.000    0.014    0.005 C:\Python38\lib\site-packages\seaborn\categorical.py:399(_invert_scale)
    94081    0.014    0.000    0.014    0.000 C:\Python38\lib\xml\dom\minidom.py:1005(_get_data)
      598    0.014    0.000    0.014    0.000 {built-in method winreg.OpenKey}
      660    0.003    0.000    0.013    0.000 C:\Python38\lib\site-packages\thinc\backends\ops.py:508(alloc2f)
      299    0.001    0.000    0.013    0.000 C:\Python38\lib\socket.py:492(_real_close)
      299    0.004    0.000    0.013    0.000 C:\Python38\lib\http\client.py:1049(putrequest)
  483/480    0.003    0.000    0.013    0.000 C:\Python38\lib\site-packages\matplotlib\transforms.py:1780(__eq__)
      658    0.005    0.000    0.013    0.000 C:\Python38\lib\site-packages\pydantic\v1\validators.py:698(find_validators)
    13530    0.011    0.000    0.013    0.000 C:\Python38\lib\site-packages\requests\structures.py:51(__getitem__)
       58    0.000    0.000    0.013    0.000 <frozen importlib._bootstrap_external>:90(_path_is_mode_type)
       63    0.000    0.000    0.013    0.000 C:\Python38\lib\site-packages\matplotlib\transforms.py:1403(contains_branch_seperately)
       30    0.001    0.000    0.013    0.000 C:\Python38\lib\site-packages\matplotlib\axes\_base.py:406(_plot_args)
        6    0.000    0.000    0.013    0.002 C:\Python38\lib\site-packages\PIL\ImageTk.py:51(_get_image_from_kw)
      516    0.005    0.000    0.013    0.000 C:\Python38\lib\inspect.py:2112(_signature_from_function)
     1260    0.003    0.000    0.013    0.000 C:\Python38\lib\site-packages\matplotlib\colors.py:265(to_rgba)
       54    0.000    0.000    0.013    0.000 <frozen importlib._bootstrap_external>:99(_path_isfile)
     7064    0.008    0.000    0.013    0.000 C:\Python38\lib\site-packages\urllib3\_collections.py:300(add)
  204/198    0.000    0.000    0.013    0.000 C:\Python38\lib\site-packages\matplotlib\axis.py:2253(getter)
       78    0.001    0.000    0.013    0.000 C:\Python38\lib\site-packages\matplotlib\transforms.py:1421(__sub__)
       63    0.001    0.000    0.013    0.000 C:\Python38\lib\site-packages\matplotlib\transforms.py:1384(contains_branch)
      299    0.013    0.000    0.013    0.000 {function socket.close at 0x000001DAED47A160}
      299    0.004    0.000    0.013    0.000 C:\Python38\lib\site-packages\urllib3\response.py:537(__init__)
     7961    0.005    0.000    0.013    0.000 C:\Python38\lib\email\feedparser.py:128(__next__)
    80436    0.013    0.000    0.013    0.000 {method 'upper' of 'str' objects}
       12    0.000    0.000    0.013    0.001 C:\Python38\lib\site-packages\matplotlib\spines.py:208(register_axis)
      228    0.003    0.000    0.013    0.000 C:\Python38\lib\site-packages\pandas\core\construction.py:494(sanitize_array)
       72    0.001    0.000    0.012    0.000 C:\Python38\lib\site-packages\matplotlib\axis.py:351(_apply_params)
       78    0.000    0.000    0.012    0.000 C:\Python38\lib\site-packages\matplotlib\backends\backend_agg.py:109(draw_path)
      897    0.006    0.000    0.012    0.000 C:\Python38\lib\ntpath.py:289(expanduser)
     5582    0.008    0.000    0.012    0.000 C:\Python38\lib\site-packages\spacy\lookups.py:119(__contains__)
      358    0.005    0.000    0.012    0.000 C:\Python38\lib\site-packages\spacy\language.py:353(pipeline)
    16559    0.012    0.000    0.012    0.000 C:\Python38\lib\site-packages\thinc\model.py:187(get_dim)
       39    0.000    0.000    0.012    0.000 C:\Python38\lib\site-packages\matplotlib\patches.py:689(__init__)
     6262    0.008    0.000    0.012    0.000 C:\Python38\lib\site-packages\spacy\lang\lex_attrs.py:25(is_punct)
     4290    0.006    0.000    0.012    0.000 C:\Python38\lib\site-packages\thinc\util.py:80(get_array_module)
       48    0.001    0.000    0.012    0.000 C:\Python38\lib\site-packages\matplotlib\patches.py:533(_draw_paths_with_artist_properties)
     1605    0.002    0.000    0.012    0.000 C:\Python38\lib\site-packages\matplotlib\artist.py:103(_stale_axes_callback)
      598    0.005    0.000    0.012    0.000 C:\Python38\lib\site-packages\urllib3\poolmanager.py:199(__init__)
      669    0.001    0.000    0.012    0.000 C:\Python38\lib\site-packages\numpy\core\fromnumeric.py:198(reshape)
    12979    0.007    0.000    0.012    0.000 C:\Python38\lib\site-packages\matplotlib\__init__.py:705(_get)
      474    0.007    0.000    0.012    0.000 C:\Python38\lib\site-packages\matplotlib\artist.py:180(__init__)
     9968    0.012    0.000    0.012    0.000 {method 'set' of 'ContextVar' objects}
      299    0.001    0.000    0.012    0.000 C:\Python38\lib\email\feedparser.py:184(close)
      660    0.002    0.000    0.012    0.000 spacy\tokens\doc.pyx:1817(set_children_from_heads)
       78    0.005    0.000    0.012    0.000 {method 'draw_path' of 'matplotlib.backends._backend_agg.RendererAgg' objects}
      897    0.001    0.000    0.012    0.000 C:\Python38\lib\email\message.py:588(get_content_maintype)
     2716    0.005    0.000    0.012    0.000 C:\Python38\lib\http\cookiejar.py:684(reach)
      299    0.001    0.000    0.012    0.000 C:\Python38\lib\ssl.py:1166(send)
    11518    0.009    0.000    0.012    0.000 {method 'sub' of 're.Pattern' objects}
     8148    0.006    0.000    0.012    0.000 C:\Python38\lib\http\cookiejar.py:528(is_HDN)
    18480    0.012    0.000    0.012    0.000 stringsource:346(__cinit__)
       30    0.000    0.000    0.012    0.000 C:\Python38\lib\site-packages\pandas\core\series.py:4447(aggregate)
      299    0.002    0.000    0.012    0.000 C:\Python38\lib\http\client.py:233(__init__)
      294    0.002    0.000    0.012    0.000 C:\Python38\lib\site-packages\matplotlib\font_manager.py:590(__init__)
      720    0.004    0.000    0.012    0.000 C:\Python38\lib\site-packages\numpy\core\fromnumeric.py:38(_wrapit)
       78    0.002    0.000    0.012    0.000 C:\Python38\lib\site-packages\pandas\core\indexes\base.py:469(__new__)
      684    0.001    0.000    0.012    0.000 C:\Python38\lib\site-packages\urllib3\response.py:697(_error_catcher)
     5280    0.011    0.000    0.011    0.000 stringsource:1001(memoryview_fromslice)
    27412    0.009    0.000    0.011    0.000 {method 'extend' of 'list' objects}
     1495    0.005    0.000    0.011    0.000 C:\Python38\lib\enum.py:822(__or__)
     1032    0.004    0.000    0.011    0.000 C:\Python38\lib\collections\__init__.py:974(__init__)
14713/12861    0.006    0.000    0.011    0.000 {built-in method builtins.hash}
       30    0.000    0.000    0.011    0.000 C:\Python38\lib\site-packages\pandas\core\apply.py:1027(agg)
       30    0.000    0.000    0.011    0.000 C:\Python38\lib\site-packages\pandas\core\apply.py:145(agg)
     1347    0.002    0.000    0.011    0.000 <__array_function__ internals>:177(atleast_1d)
       30    0.000    0.000    0.011    0.000 C:\Python38\lib\site-packages\pandas\core\apply.py:470(apply_str)
       24    0.000    0.000    0.011    0.000 C:\Python38\lib\site-packages\pydantic\v1\fields.py:751(<listcomp>)
      330    0.011    0.000    0.011    0.000 e:\Studium\Master\IWV\Iwv-Wortschatz\IWV_studentProject\studentcode.py:163(<listcomp>)
        3    0.000    0.000    0.011    0.004 C:\Python38\lib\site-packages\seaborn\_base.py:626(__init__)
    59626    0.011    0.000    0.011    0.000 {method 'items' of 'dict' objects}
      299    0.001    0.000    0.011    0.000 C:\Python38\lib\site-packages\urllib3\connectionpool.py:83(__init__)
      299    0.004    0.000    0.011    0.000 C:\Python38\lib\ipaddress.py:27(ip_address)
       30    0.000    0.000    0.011    0.000 C:\Python38\lib\site-packages\pandas\core\series.py:521(_init_dict)
      299    0.011    0.000    0.011    0.000 {method 'write' of '_ssl._SSLSocket' objects}
       45    0.000    0.000    0.011    0.000 C:\Python38\lib\site-packages\confection\__init__.py:339(copy)
     2392    0.004    0.000    0.011    0.000 C:\Python38\lib\urllib\parse.py:155(hostname)
    10789    0.009    0.000    0.011    0.000 C:\Python38\lib\site-packages\requests\structures.py:46(__setitem__)
       60    0.001    0.000    0.011    0.000 C:\Python38\lib\site-packages\pandas\core\series.py:4632(_reduce)
       27    0.000    0.000    0.011    0.000 C:\Python38\lib\site-packages\pandas\core\frame.py:3921(__setitem__)
       18    0.000    0.000    0.011    0.001 C:\Python38\lib\site-packages\confection\__init__.py:351(merge)
     1628    0.007    0.000    0.011    0.000 C:\Python38\lib\site-packages\matplotlib\font_manager.py:633(__hash__)
    16445    0.011    0.000    0.011    0.000 {method 'translate' of 'str' objects}
      660    0.002    0.000    0.011    0.000 C:\Python38\lib\xml\dom\expatbuilder.py:155(getParser)
     1320    0.008    0.000    0.011    0.000 C:\Python38\lib\site-packages\spacy\pipeline\tok2vec.py:284(forward)
     1794    0.004    0.000    0.011    0.000 C:\Python38\lib\socket.py:97(_intenum_converter)
    31701    0.010    0.000    0.011    0.000 {method 'join' of 'str' objects}
       54    0.000    0.000    0.011    0.000 C:\Python38\lib\tkinter\__init__.py:4056(__init__)
       24    0.000    0.000    0.011    0.000 C:\Python38\lib\site-packages\matplotlib\transforms.py:649(union)
     7406    0.008    0.000    0.011    0.000 C:\Python38\lib\site-packages\urllib3\_collections.py:257(__getitem__)
       27    0.000    0.000    0.010    0.000 C:\Python38\lib\site-packages\pandas\core\frame.py:4133(_set_item)
     1761    0.002    0.000    0.010    0.000 C:\Python38\lib\site-packages\matplotlib\colors.py:213(_is_nth_color)
     3465    0.003    0.000    0.010    0.000 C:\Python38\lib\tkinter\__init__.py:1544(getint_event)
      598    0.005    0.000    0.010    0.000 C:\Python38\lib\http\client.py:410(close)
     1149    0.002    0.000    0.010    0.000 <__array_function__ internals>:177(dot)
      552    0.001    0.000    0.010    0.000 <__array_function__ internals>:177(all)
      106    0.001    0.000    0.010    0.000 C:\Python38\lib\site-packages\pydantic\v1\main.py:427(dict)
     5214    0.007    0.000    0.010    0.000 C:\Python38\lib\site-packages\matplotlib\transforms.py:1772(__init__)
       54    0.001    0.000    0.010    0.000 C:\Python38\lib\tkinter\__init__.py:3989(__init__)
  483/261    0.001    0.000    0.010    0.000 C:\Python38\lib\site-packages\matplotlib\transforms.py:2399(__eq__)
     6262    0.005    0.000    0.010    0.000 C:\Python38\lib\site-packages\spacy\lang\lex_attrs.py:85(like_email)
       21    0.002    0.000    0.010    0.000 C:\Python38\lib\site-packages\matplotlib\backends\_backend_tk.py:759(_recolor_icon)
        1    0.000    0.000    0.010    0.010 C:\Python38\lib\site-packages\numpy\lib\format.py:594(_read_array_header)
      299    0.002    0.000    0.010    0.000 C:\Python38\lib\urllib\request.py:2622(getproxies_registry)
      299    0.001    0.000    0.010    0.000 C:\Python38\lib\site-packages\requests\sessions.py:456(__exit__)
        1    0.001    0.001    0.010    0.010 e:\Studium\Master\IWV\Iwv-Wortschatz\IWV_studentProject\compare_synonyms.py:6(compare_synonyms)
      660    0.002    0.000    0.010    0.000 C:\Python38\lib\xml\dom\expatbuilder.py:809(reset)
     1794    0.009    0.000    0.010    0.000 C:\Python38\lib\typing.py:865(__new__)
     3300    0.006    0.000    0.010    0.000 C:\Python38\lib\site-packages\thinc\types.py:1188(dataXd)
     1520    0.004    0.000    0.010    0.000 C:\Python38\lib\http\cookiejar.py:73(_timegm)
        1    0.000    0.000    0.010    0.010 C:\Python38\lib\site-packages\numpy\lib\format.py:559(_filter_header)
        3    0.000    0.000    0.010    0.003 C:\Python38\lib\site-packages\matplotlib\backends\_backend_tk.py:247(resize)
        1    0.000    0.000    0.010    0.010 C:\Python38\lib\site-packages\spacy\language.py:2165(<lambda>)
      316    0.001    0.000    0.010    0.000 C:\Python38\lib\site-packages\urllib3\response.py:597(release_conn)
    13908    0.010    0.000    0.010    0.000 C:\Python38\lib\xml\dom\minidom.py:698(_ensure_attributes)
      111    0.001    0.000    0.010    0.000 C:\Python38\lib\site-packages\pandas\core\frame.py:3713(__getitem__)
